Month,DayofMonth,DayOfWeek,DepTime,ArrTime,UniqueCarrier,FlightNum,TailNum,ElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
2,2,6,630,835,WN,1859,N392SW,65,45,-5,0,SAN,PHX,304,5,15,0,,0
2,2,6,1846,2055,WN,2965,N700GS,69,50,-5,-4,SAN,PHX,304,7,12,0,,0
2,2,6,1003,1133,WN,1668,N359SW,90,76,13,8,SAN,RNO,488,5,9,0,,0
2,2,6,1100,1521,WN,1484,N250WN,141,129,-19,-5,SAN,SAT,1129,3,9,0,,0
2,2,6,2048,2245,WN,718,N466WN,117,105,25,-2,SAN,SFO,447,4,8,0,,0
2,2,6,1321,1454,WN,3163,N218WN,93,72,29,16,SAN,SJC,417,4,17,0,,0
2,2,6,705,834,WN,774,N331SW,89,77,-11,-5,SAN,SMF,480,4,8,0,,0
2,2,6,1556,1744,WN,2031,N388SW,108,86,19,1,SAN,SMF,480,5,17,0,,0
2,2,6,931,1136,WN,494,N212WN,65,51,-9,-4,SAN,TUS,367,3,11,0,,0
2,2,6,831,921,WN,1033,N637SW,50,41,-9,-4,SAT,DAL,248,3,6,0,,0
2,2,6,1200,1252,WN,1322,N647SW,52,39,2,5,SAT,DAL,248,3,10,0,,0
2,2,6,1634,1720,WN,609,N348SW,46,36,15,19,SAT,HOU,192,2,8,0,,0
2,2,6,1822,1907,WN,196,N231WN,45,37,-8,-3,SAT,HRL,233,2,6,0,,0
2,2,6,1249,1423,WN,752,N486WN,214,178,13,-1,SAT,LAX,1210,24,12,0,,0
2,2,6,1601,1920,WN,1484,N250WN,139,122,-15,-4,SAT,MCO,1040,10,7,0,,0
2,2,6,1710,1933,WN,1024,N510SW,143,127,-12,-5,SAT,MDW,1036,8,8,0,,0
2,2,6,1050,1148,WN,132,N270WN,178,168,13,15,SAT,SAN,1129,3,7,0,,0
2,2,6,1036,1151,WN,1064,N463WN,75,64,-9,1,SDF,BWI,495,3,8,0,,0
2,2,6,1503,1615,WN,1610,N720WN,72,64,-15,-2,SDF,BWI,495,3,5,0,,0
2,8,5,1639,1731,WN,253,N670SW,52,40,1,9,TPA,FLL,197,3,9,0,,0
2,8,5,1933,2030,WN,1162,N304SW,57,46,20,18,TPA,FLL,197,3,8,0,,0
2,8,5,918,1008,WN,3573,N301SW,50,37,-2,8,TPA,FLL,197,3,10,0,,0
2,8,5,1127,1327,WN,2352,N634SW,120,105,7,12,TPA,IAD,810,4,11,0,,0
2,8,5,1527,1744,WN,619,N300SW,137,115,9,12,TPA,IND,838,8,14,0,,0
2,8,5,1217,1257,WN,3497,N603SW,40,30,-3,7,TPA,JAX,180,3,7,0,,0
2,27,3,2100,2203,WN,178,N284WN,63,43,-2,0,LAS,LAX,236,6,14,0,,0
2,27,3,1501,1556,WN,179,N675AA,55,41,-9,1,LAS,LAX,236,5,9,0,,0
2,27,3,1415,1514,WN,427,N425LV,59,39,-1,5,LAS,LAX,236,6,14,0,,0
2,27,3,1829,1932,WN,962,N638SW,63,41,-3,-1,LAS,LAX,236,7,15,0,,0
2,27,3,846,954,WN,1528,N378SW,68,43,4,1,LAS,LAX,236,7,18,0,,0
2,27,3,704,802,WN,3756,N405WN,58,40,-3,4,LAS,LAX,236,6,12,0,,0
2,27,3,1954,20,WN,88,N289CT,146,134,-25,-6,LAS,MCI,1140,3,9,0,,0
2,27,3,1516,2000,WN,812,N506SW,164,141,-10,-4,LAS,MCI,1140,11,12,0,,0
2,27,3,1152,1325,WN,255,N643SW,93,70,-10,-3,LAS,OAK,407,5,18,0,,0
2,27,3,1106,1227,WN,1359,N607SW,81,69,-8,1,LAS,OAK,407,4,8,0,,0
2,27,3,1931,2053,WN,1631,N632SW,82,67,-7,1,LAS,OAK,407,5,10,0,,0
2,27,3,2206,2328,WN,2890,N290WN,82,67,-7,1,LAS,OAK,407,4,11,0,,0
2,27,3,1222,1652,WN,2300,N659SW,150,124,22,12,LAS,OKC,987,3,23,0,,0
2,27,3,1933,7,WN,1654,N464WN,154,129,-3,-2,LAS,OMA,1099,5,20,0,,0
2,27,3,1214,1300,WN,8,N302SW,46,31,-10,-1,LAS,ONT,197,5,10,0,,0
2,27,3,1050,1134,WN,110,N494WN,44,31,-6,5,LAS,ONT,197,4,9,0,,0
2,27,3,2126,2215,WN,1440,N738CB,49,33,-5,-4,LAS,ONT,197,4,12,0,,0
2,27,3,1715,1814,WN,1539,N226WN,59,34,119,115,LAS,ONT,197,5,20,0,,0
2,27,3,1338,1428,WN,2016,N501SW,50,32,-7,-2,LAS,ONT,197,4,14,0,,0
2,27,3,1714,1801,WN,2208,N507SW,47,33,-9,-1,LAS,ONT,197,4,10,0,,0
2,27,3,1527,2247,WN,446,N744SW,260,249,-8,2,LAS,ORF,2155,3,8,0,,0
2,27,3,1320,1539,WN,125,N688SW,139,115,-1,5,LAS,PDX,762,3,21,0,,0
2,27,3,1011,1217,WN,790,N203WN,66,44,-8,-4,LAS,PHX,256,5,17,0,,0
2,27,3,1240,1449,WN,1362,N497WN,69,45,24,25,LAS,PHX,256,5,19,0,,0
2,27,3,1726,1927,WN,1747,N422WN,61,43,-3,11,LAS,PHX,256,5,13,0,,0
